TABLE,RESPONSE,GROUP,GROUP WEIGHTED %,Year
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?","Important, but not critical",NOVA SCOTIA %,35,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?",Not very important,NOVA SCOTIA %,2,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?",Not at all important,NOVA SCOTIA %,1,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?",Don’t know/Not sure,NOVA SCOTIA %,1,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?",Critically important,REGION: Halifax,56,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?","Important, but not critical",REGION: Halifax,41,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?",Not very important,REGION: Halifax,3,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?",Not at all important,REGION: Halifax,0,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?",Don’t know/Not sure,REGION: Halifax,0,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?",Critically important,REGION: Cape Breton,80,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?","Important, but not critical",REGION: Cape Breton,20,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?",Not very important,REGION: Cape Breton,0,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?",Not at all important,REGION: Cape Breton,0,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?",Don’t know/Not sure,REGION: Cape Breton,0,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?",Critically important,REGION: Rest of mainland,61,2017
"In your opinion, how important is the Nova Scotia tourism industry to the Nova Scotia economy? Is it critically important, important, but not critical, not very important, or not at all important?","Important, but not critical",REGION: Rest of mainland,35,2017
